1,44.71,0.09687999929621284
2,37.57,0.08530816228254028
3,38.71,0.06095749573348848
4,40.08,0.061950858735254834
5,38.34,0.06843354358974725
6,41.03,0.051829765140359946
7,43.22,0.048862370656323525
8,41.75,0.053784160247580905
9,42.48,0.04330629292715304
10,44.01,0.044805442042136726
11,44.77,0.03872879328003731
12,44.17,0.03640525764673071
13,43.92,0.03166554298487072
14,44.5,0.028547473059336616
15,45.83,0.02539838347697962
16,45.63,0.025172293991868874
17,45.12,0.024031064673839437
18,45.39,0.023951101097995146
19,45.99,0.021355585926190638
20,46.01,0.019667018639501748
21,45.3,0.02014066529761043
22,45.43,0.019805762788379366
23,46.15,0.017876972694405552
24,46.63,0.015924757266741116
25,45.64,0.018334527829749446
26,46.7,0.013574720678526907
27,47.05,0.012590325613311273
28,47.02,0.011991308307834918
29,47.23,0.010783383862556707
30,47.47,0.009012746631629478
31,47.19,0.008748237976117361
32,47.51,0.008026474840282715
33,47.21,0.00738047859270466
34,47.64,0.006293006844250871
35,47.52,0.005760049949867055
36,47.8,0.005386853850274511
37,47.58,0.0048155981743063635
38,47.57,0.004358127287357804
39,47.26,0.004125287151897796
40,47.31,0.0034910164105253906
41,46.58,0.003726147856647115
42,46.91,0.00312873487679881
43,47.3,0.002970060989339289
44,47.53,0.002213889398104261
45,47.29,0.002190597807750551
46,47.34,0.0016542558397888763
47,47.67,0.0023340420739498004
48,47.21,0.0016795287732839228
49,47.34,0.002060121652146697
50,47.15,0.002108644448074338
51,46.91,0.002202210692159612
52,46.64,0.0019678438616484418
53,46.52,0.002185118055936972
54,46.62,0.002693447194682983
55,46.52,0.003182728349806946
56,46.34,0.003223785057695092
57,46.22,0.0034155178411233765
58,46.03,0.0037833619484632817
59,45.61,0.003546144581817674
60,45.46,0.0036507180015995285
61,45.31,0.0036979133106996008
62,45.27,0.003686029769404294
63,45.32,0.0037229302099132376
